forecast_id,fiscal_year,quarter,period_start,period_end,days_in_period,frequency,perimeter,classification,review_status,prior_year_same_quarter_revenue,underlying_volume_growth_percent,price_mix_growth_percent,revenue,cost_of_sales,gross_margin_percent,gross_profit,cash_operating_expenses,lender_base_ebitda,lender_base_ebitda_margin_percent,depreciation_and_amortization,operating_income,cash_tax_proxy,ttm_revenue,ttm_cost_of_sales,days_sales_outstanding,days_inventory_outstanding,accounts_receivable,inventory,accounts_payable,other_operating_current_assets,other_operating_current_liabilities,operating_net_working_capital,change_in_operating_net_working_capital,working_capital_cash_flow,capital_expenditures,other_necessary_operating_cash_uses,cfads_before_cash_interest,source_ids,assumption_ids,calculation,comparability_note
OP-0001,FY2026,Q1,2025-11-01,2026-01-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,400.044,-0.5,0.5,400.0339989,-308.38750795857698919429856,22.90967547594190519832374179,91.64649094142301080570144005,-59.6214672300549,32.02502371136811080570144005,8.00557547594190519832374179,-22.5187138660788,9.50630984528931080570144005,-2.376577461322327701425360012,1837.6309989,1339.07250795857698919429856,41.5,72.5,208.9361272721917808219178082,265.9801556904022786755798509,131.3710474657841541018958545,36.1517146413597,107.2312816788117,272.4656684593579053956018046,15.3466684593579053956018046,-15.3466684593579053956018046,-14.0011899615,0,0.30058782918787770867427544,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0002,FY2026,Q2,2026-02-01,2026-04-30,89,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,452.478,-0.5,0.5,452.46668805,-321.8426242029001782720346357,28.8693217195837322875299713,130.6240638470998217279653643,-67.43608765366005,63.1879761934397717279653643,13.9652217195837322875299713,-25.4702548037106,37.7177213897291717279653643,-9.429430347432292931991341075,1837.61968695,1339.819132161477167466333196,41.5,72.5,208.9348411189726027397260274,266.1284577581016291542716622,131.4442957798338789914520845,36.15149210136735,107.23062159259335,272.5398736060143529025456051,0.0742051466564475069438005,-0.0742051466564475069438005,-15.83633408175,-0.7,37.14800661760103128903022272,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0003,FY2026,Q3,2026-05-01,2026-07-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,495.273,-0.5,0.5,495.260618175,-358.1220933106768284719376636,27.69017358369192354329321421,137.1385248643231715280623364,-73.814137793420175,63.3243870709029965280623364,12.7860735836919235432932142,-27.8792107183071,35.4451763525958965280623364,-8.8612940881489741320155841,1837.607305125,1340.636225472153995938270859,41.5,72.5,208.9334333224315068493150685,266.2907571143319580973277734,131.5244575361711399255200009,36.151248513724125,107.229899075959125,272.621082338357325021122841,0.0812087323429721185772359,-0.0812087323429721185772359,-17.334121636125,0,37.0477626142860502774695164,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0004,FY2026,Q4,2026-08-01,2026-10-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,489.846,-0.5,0.5,489.83375385,-353.0921675795960040617291408,27.91591743027939068561819552,136.7415862704039959382708592,-73.00531250755785,63.7362737628461459382708592,13.01181743027939068561819552,-27.5737216717242,36.1625520911219459382708592,-9.0406380227804864845677148,1837.595058975,1341.44439305175,41.5,72.5,208.9320409519520547945205479,266.451283551375,131.6037436247349855,36.151007595215175,107.229184476368175,272.7014039974390692945205479,0.0803216590817442733977069,-0.0803216590817442733977069,-17.14418138475,0,37.4711326962339151803054375,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0005,FY2027,Q1,2026-11-01,2027-01-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,400.0339989,-0.5,0.5,400.0239980500275,-308.3797982708780247695687025,22.90967547594190519832374179,91.64419977914947523043129751,-59.6199766933741486275,32.02422308577532660293129751,8.005575475941905198323741789,-22.51815089823214803,9.50607218754317857293129751,-2.376518046885794643232824378,1837.5850581250275,1341.436683364051035575270142,41.5,72.5,208.9309038690099760273972603,266.4497521750512330937180419,131.6029872581135908961474526,36.1508108484936660075,107.2286008967697297075,272.6998787376715545249678496,-0.0015252597675147695526983,0.0015252597675147695526983,-14.0008399317509625,0,15.64839036690608422925117143,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0006,FY2027,Q2,2027-02-01,2027-04-30,89,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,452.46668805,-0.5,0.5,452.45537638279875,-321.8345781372951057675778348,28.8693217195837322875299713,130.6207982455036442324221652,-67.43440175146870849875,63.1863964940349357336721652,13.96522171958373228752997131,-25.469618047340507235,37.7167784466944284986721652,-9.4291946116736071246680413,1837.57374645782625,1341.428637298445963070813342,41.5,72.5,208.9296177479446284246575342,266.4481539839378967743396364,131.6021978908013396530252137,36.15058831406481581625,107.22794082705353516625,272.6982213280924661959719569,-0.0016574095790883289958927,0.0016574095790883289958927,-15.83593817339795625,0,37.9229211185424606880000166,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0007,FY2027,Q3,2027-05-01,2027-07-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,495.260618175,-0.5,0.5,495.248236659545625,-358.1131402583440615512258651,27.69017358369192354329321421,137.1350964012015634487741349,-73.812292439975339495625,63.3228039612262239531491349,12.78607358369192354329321421,-27.8785137380391423225,35.4442902231870816306491349,-8.861072555796770407662283725,1837.561364942371875,1341.419684246113196150101543,41.5,72.5,208.9282099865984460616438356,266.4463756379265937558420873,131.601319542649181221501862,36.150344732511281896875,107.227218328482226021875,272.6963924859049144709840609,-0.001828842187551724987896,0.001828842187551724987896,-17.333688283084096875,0,37.12987196453290839547474718,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0008,FY2027,Q4,2027-08-01,2027-10-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,489.83375385,-0.5,0.5,489.82150800615375,-353.0833402754065141616275976,27.91591743027939068561819552,136.7381677307472358383724024,-73.00348737474516105375,63.7346803560020747846224024,13.01181743027939068561819552,-27.573032328682406895,36.1616480273196678896224024,-9.0404120068299169724056006,1837.549119098525625,1341.41085694192370625,41.5,72.5,208.9268176509282559931506849,266.444622269286215625,131.6004535311443671253625,36.150103820025294620625,107.226503746756265795625,272.6945864623391333177881849,-0.001806023565781153195876,0.001806023565781153195876,-17.14375278021538125,0,37.5523215925225577154126778,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0009,FY2028,Q1,2027-11-01,2028-01-31,92,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,400.0239980500275,-0.5,0.5,400.0139974500762493125,-308.3720887759212528189494633,22.90967547594190519832374179,91.64190867415499649355053673,-59.6184861939568142737843125,32.02342248019818221976622423,8.005575475941905198323741789,-22.51758794445969222629925,9.50583453573848999346697423,-2.376458633934622498366743558,1837.5391184985743743125,1341.403147446966934299380761,41.5,72.5,208.9256805964132507779965753,266.4430909312468568128906991,131.5996971834321380563750489,36.1499070782224536658498125,107.2259201817473104642573125,272.6930612407031127361047255,-0.0015252216360205816834594,0.0015252216360205816834594,-14.0004899107526687259375,0,15.64799915714691157714544007,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
OP-0010,FY2028,Q2,2028-02-01,2028-04-30,90,quarterly,post_tyman_forecast_from_fy2025_full_year_anchor,formula_calculated_forecast,contains_owner_reviewed_phase5_testing_assumptions,452.45537638279875,-0.5,0.5,452.44406499838918003125,-321.8265322728416733899336454,28.8693217195837322875299713,130.6175327255475066413163546,-67.43271589142492178103753125,63.18481683412258486027882335,13.9652217195837322875299713,-25.468981306889323722319125,37.71583552723326113795969835,-9.428958881808315284489924588,1837.52780711416480434375,1341.395101582513501921736571,41.5,72.5,208.9243945075009298089469178,266.4414927800882983269202778,131.598907835854069619533888,36.14968454935696419585459375,107.2252601285328588278708438,272.6914038725592638843170576,-0.0016573681438488517876679,0.0016573681438488517876679,-15.83554227494362130109375,0,37.92197304551449712648281666,SRC-001;SRC-002;SRC-016;SRC-021;SRC-022,P5A-001;P5A-002;P5A-003;P5A-004;P5A-005;P5A-006;P5A-007;P5A-008;P5A-009;P5A-010;P5A-011;P5A-012;P5A-013;P5A-041,"Revenue uses volume and price/mix; gross profit uses quarterly seasonal margin; EBITDA subtracts cash operating expense; TTM balance drivers determine working capital; CFADS subtracts taxes, capex, working-capital investment and identified cash uses.",FY2025 is the first full post-Tyman year. FY2024 mixed-perimeter results and current segments are not fabricated into this forecast.
